,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
154,174.61000061035156,241.82000732421875,187.0,191.5,222.82000732421875,212.32000732421875,55.7599983215332,162.8300018310547,137.16000366210938,63.720001220703125,330.1000061035156,299.3299865722656,194.5800018310547,130.02000427246094,49.560001373291016,177.22999572753906,136.32000732421875,62.0,247.27999877929688,148.8800048828125,82.05000305175781,308.30999755859375,134.55999755859375,152.8000030517578,182.72999572753906,509.9700012207031,221.77000427246094,50.939998626708984,44.77000045776367,148.9199981689453
155,174.30999755859375,243.1199951171875,187.1699981689453,190.75999450683594,219.77000427246094,212.25,55.65999984741211,164.22000122070312,137.0,64.18000030517578,330.2200012207031,301.8900146484375,196.02999877929688,130.14999389648438,48.11000061035156,178.19000244140625,135.30999755859375,62.869998931884766,249.25,149.69000244140625,83.5199966430664,309.4200134277344,133.52000427246094,155.08999633789062,185.25,512.5900268554688,226.36000061035156,52.119998931884766,43.86000061035156,151.00999450683594
156,178.44000244140625,244.8699951171875,187.66000366210938,191.17999267578125,220.80999755859375,218.85000610351562,55.869998931884766,164.3699951171875,138.5800018310547,64.01000213623047,328.2099914550781,305.5799865722656,196.07000732421875,130.27000427246094,49.20000076293945,176.47000122070312,135.91000366210938,62.540000915527344,246.8300018310547,149.52999877929688,83.48999786376953,314.9700012207031,134.33999633789062,154.0800018310547,181.82000732421875,510.0199890136719,227.74000549316406,52.459999084472656,43.400001525878906,151.0399932861328
157,175.05999755859375,244.55999755859375,185.39999389648438,182.64999389648438,216.02000427246094,210.13999938964844,54.91999816894531,163.36000061035156,135.6199951171875,63.4900016784668,323.9599914550781,304.8599853515625,193.6300048828125,128.88999938964844,48.130001068115234,177.61000061035156,133.33999633789062,62.470001220703125,248.50999450683594,148.89999389648438,83.72000122070312,310.8800048828125,132.3000030517578,154.6199951171875,181.38999938964844,517.760009765625,226.08999633789062,52.779998779296875,43.4900016784668,151.47000122070312
158,171.8300018310547,249.92999267578125,183.7100067138672,178.72000122070312,216.2100067138672,200.82000732421875,54.369998931884766,164.80999755859375,132.57000732421875,61.66999816894531,316.260009765625,298.5400085449219,193.6199951171875,129.38999938964844,47.540000915527344,182.22999572753906,131.49000549316406,63.099998474121094,251.4600067138672,150.3000030517578,84.97000122070312,299.5,128.36000061035156,156.8300018310547,182.5800018310547,531.75,219.00999450683594,53.20000076293945,44.310001373291016,154.99000549316406
159,172.13999938964844,251.63999938964844,182.38999938964844,177.97000122070312,215.89999389648438,200.16000366210938,54.630001068115234,167.10000610351562,131.8699951171875,61.25,314.1499938964844,302.75,192.6999969482422,128.5500030517578,47.560001373291016,181.75999450683594,131.08999633789062,63.439998626708984,254.36000061035156,149.9499969482422,86.80000305175781,301.3699951171875,129.3800048828125,158.86000061035156,182.08999633789062,536.9500122070312,216.14999389648438,52.66999816894531,45.11000061035156,156.5399932861328
160,170.08999633789062,252.02000427246094,183.6999969482422,175.1999969482422,217.02999877929688,197.1699981689453,54.279998779296875,169.92999267578125,131.8699951171875,61.68000030517578,321.3900146484375,311.1099853515625,190.16000366210938,127.7300033569336,47.02000045776367,182.1199951171875,133.49000549316406,63.83000183105469,251.4600067138672,149.80999755859375,87.68000030517578,296.9700012207031,128.14999389648438,160.10000610351562,184.86000061035156,545.9600219726562,216.97999572753906,53.529998779296875,45.41999816894531,157.41000366210938
161,165.75,250.8699951171875,177.57000732421875,175.02999877929688,216.0500030517578,195.4499969482422,52.880001068115234,165.55999755859375,130.64999389648438,61.95000076293945,320.760009765625,306.7200012207031,189.27000427246094,126.37000274658203,46.56999969482422,179.83999633789062,133.0,63.810001373291016,250.4499969482422,150.1199951171875,86.62999725341797,285.260009765625,124.9800033569336,159.49000549316406,185.63999938964844,537.4400024414062,214.75,53.900001525878906,44.43000030517578,154.2899932861328
162,167.66000366210938,250.0399932861328,175.5399932861328,176.27999877929688,216.6999969482422,194.80999755859375,51.81999969482422,169.00999450683594,130.83999633789062,63.2599983215332,319.7799987792969,306.2900085449219,190.99000549316406,125.9800033569336,46.5,179.89999389648438,131.5399932861328,64.55999755859375,249.1699981689453,148.5800018310547,85.62999725341797,282.05999755859375,125.04000091552734,159.00999450683594,184.94000244140625,533.7100219726562,211.39999389648438,53.66999816894531,44.22999954223633,153.22999572753906
163,170.39999389648438,253.50999450683594,179.58999633789062,182.8699951171875,218.27000427246094,195.72000122070312,52.150001525878906,171.6699981689453,132.35000610351562,64.16000366210938,321.9700012207031,310.4200134277344,194.85000610351562,126.13999938964844,47.0099983215332,180.66000366210938,127.30000305175781,64.7300033569336,251.3300018310547,148.66000366210938,86.12999725341797,287.6199951171875,127.48999786376953,159.4600067138672,183.7100067138672,537.0,213.27000427246094,54.13999938964844,44.599998474121094,157.22000122070312
164,165.2899932861328,254.02000427246094,181.16000366210938,181.94000244140625,227.80999755859375,189.41000366210938,51.16999816894531,171.58999633789062,130.47000122070312,65.48999786376953,321.6400146484375,304.5199890136719,195.19000244140625,126.55999755859375,45.66999816894531,179.89999389648438,126.12000274658203,65.0199966430664,250.50999450683594,147.3800048828125,86.91000366210938,279.8299865722656,133.4600067138672,158.57000732421875,184.24000549316406,534.8200073242188,212.7899932861328,53.83000183105469,44.810001373291016,157.0800018310547
